BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,STOCK_SELL_VALUE,CURRENCY,DATE,Quantity_KT_Inventory
2023-12-31,CHINA-WAREHOUSE,MAT-0048,SCRAP,31,CNY,2023-12-31,2.4e-05
2023-12-31,CHINA-WAREHOUSE,MAT-0205,SCRAP,1963,CNY,2023-12-31,0.000325
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T5521A,15264,CNY,2023-12-31,0.0012
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T5551A,17490,CNY,2023-12-31,0.001375
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T7421A,13674,CNY,2023-12-31,0.001075
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T1621A,52788,CNY,2023-12-31,0.00415
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T2831A,248040,CNY,2023-12-31,0.0195
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T2572A,1946160,CNY,2023-12-31,0.153
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M3832A,338580,CNY,2023-12-31,0.07425
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M8913A,181830,CNY,2023-12-31,0.039875
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M9260B,156636,CNY,2023-12-31,0.03435
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M4796B,18810,CNY,2023-12-31,0.004125
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M9345B,6270,CNY,2023-12-31,0.001375
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M4548C,313158,CNY,2023-12-31,0.068675
2023-12-31,CHINA-WAREHOUSE,MAT-0315,M6104A,4166,CNY,2023-12-31,0.001375
2023-12-31,CHINA-WAREHOUSE,MAT-0315,M9941B,18635,CNY,2023-12-31,0.00615
2023-12-31,CHINA-WAREHOUSE,MAT-0146,R3704A,325356,CNY,2023-12-31,0.07135
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S8199A,110808,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S9026A,20406,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S4280A,5130,CNY,2023-12-31,0.001125
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S4444A,676818,CNY,2023-12-31,0.148425
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S5192A,1197228,CNY,2023-12-31,0.26255
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S7146A,5700,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S6930A,118902,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S8053A,87324,CNY,2023-12-31,0.01915
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S8187A,564072,CNY,2023-12-31,0.1237
2023-12-31,CHINA-WAREHOUSE,MAT-0013,V6093A,671069,CNY,2023-12-31,0.062425
2023-12-31,CHINA-WAREHOUSE,MAT-0013,V9843A,2498838,CNY,2023-12-31,0.23245
2023-12-31,CHINA-WAREHOUSE,MAT-0013,V5617A,982550,CNY,2023-12-31,0.0914
2023-12-31,CHINA-WAREHOUSE,MAT-0147,V2793A,9650,CNY,2023-12-31,0.0193
2023-12-31,CHINA-WAREHOUSE,MAT-0003,7795,68236,CNY,2023-12-31,0.073372
2023-12-31,CHINA-WAREHOUSE,MAT-0003,8045,36426,CNY,2023-12-31,0.039168
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V3262A,1593,CNY,2023-12-31,0.00015
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V9383A,1328,CNY,2023-12-31,0.000125
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V8928C,47790,CNY,2023-12-31,0.0045
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V2541A,31595,CNY,2023-12-31,0.002975
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V9606A,15665,CNY,2023-12-31,0.001475
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V6032A,541620,CNY,2023-12-31,0.051
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V7115A,270279,CNY,2023-12-31,0.02545
2023-12-31,CHINA-WAREHOUSE,MAT-0320,M7894A,75240,CNY,2023-12-31,0.0165
2023-12-31,CHINA-WAREHOUSE,MAT-0321,R2954A,1020180,CNY,2023-12-31,0.1388
2023-12-31,CHINA-WAREHOUSE,MAT-0321,S8453A,5696,CNY,2023-12-31,0.000775
2023-12-31,CHINA-WAREHOUSE,MAT-0321,S9604A,6248,CNY,2023-12-31,0.00085
2023-12-31,CHINA-WAREHOUSE,MAT-0321,S2763A,423544,CNY,2023-12-31,0.057625
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S6463A,368,CNY,2023-12-31,5e-05
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S7794A,178789,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S9368A,2989061,CNY,2023-12-31,0.406675
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S1745A,6615,CNY,2023-12-31,0.0009
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S9467A,1849076,CNY,2023-12-31,0.251575
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S5257A,1626739,CNY,2023-12-31,0.221325
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S9812A,2909865,CNY,2023-12-31,0.3959
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S5223A,1979723,CNY,2023-12-31,0.26935
2023-12-31,CHINA-WAREHOUSE,MAT-0053,R9300A,9867,CNY,2023-12-31,0.0013
2023-12-31,CHINA-WAREHOUSE,MAT-0053,S8578A,10436,CNY,2023-12-31,0.001375
2023-12-31,CHINA-WAREHOUSE,MAT-0264,S7455A,821428,CNY,2023-12-31,0.108225
2023-12-31,CHINA-WAREHOUSE,MAT-0264,S6456A,3379448,CNY,2023-12-31,0.44525
2023-12-31,CHINA-WAREHOUSE,MAT-0264,S5757A,991064,CNY,2023-12-31,0.130575
2023-12-31,CHINA-WAREHOUSE,MAT-0097,E5502A,6072,CNY,2023-12-31,0.0008
2023-12-31,CHINA-WAREHOUSE,MAT-0097,E5352A,1116299,CNY,2023-12-31,0.147075
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E7628A,9488,CNY,2023-12-31,0.00125
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E7511A,20873,CNY,2023-12-31,0.00275
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E2564A,353315,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E1798A,249521,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E5228A,125235,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0266,E1274A,3795,CNY,2023-12-31,0.0005
2023-12-31,CHINA-WAREHOUSE,MAT-0266,E5970A,73054,CNY,2023-12-31,0.009625
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E2694A,1139,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E5167A,9677,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E2205A,486329,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E5537A,7590,CNY,2023-12-31,0.001
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E7981A,9867,CNY,2023-12-31,0.0013
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E3713A,10436,CNY,2023-12-31,0.001375
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E8965A,1043056,CNY,2023-12-31,0.137425
2023-12-31,CHINA-WAREHOUSE,MAT-0101,E5517A,1313829,CNY,2023-12-31,0.1731
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E3128A,9867,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E4127A,1395042,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E9851A,1126546,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E1878A,16319,CNY,2023-12-31,0.00215
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E9166A,9677,CNY,2023-12-31,0.001275
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E2436A,166790,CNY,2023-12-31,0.021975
2023-12-31,CHINA-WAREHOUSE,MAT-0322,E8696A,5882,CNY,2023-12-31,0.000775
2023-12-31,CHINA-WAREHOUSE,MAT-0322,E2050A,9677,CNY,2023-12-31,0.001275
2023-12-31,CHINA-WAREHOUSE,MAT-0322,E1699A,9677,CNY,2023-12-31,0.001125
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M9989B,1650,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M9652A,17875,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M8170A,16225,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M5350A,14025,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M7382A,12375,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M3040C,8765,CNY,2023-12-31,0.002175
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M3886B,27706,CNY,2023-12-31,0.006875
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M5555C,116165,CNY,2023-12-31,0.028825
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M4427A,354237,CNY,2023-12-31,0.0879
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M4285B,66394,CNY,2023-12-31,0.016475
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M6564A,116366,CNY,2023-12-31,0.028875
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M5463B,265577,CNY,2023-12-31,0.0659
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M6310A,182861,CNY,2023-12-31,0.045375
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M4759B,413,CNY,2023-12-31,0.00125
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M8847A,437,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M8280B,248,CNY,2023-12-31,0.00075
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M3594A,388,CNY,2023-12-31,0.001175
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M7223B,11327,CNY,2023-12-31,0.034325
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M2220A,29923,CNY,2023-12-31,0.090675
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M6329B,2723,CNY,2023-12-31,0.00825
2023-12-31,CHINA-WAREHOUSE,MAT-0384,S7091A,181913,CNY,2023-12-31,0.02475
2023-12-31,CHINA-WAREHOUSE,MAT-0054,M7882B,413655,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0378,M6884C,3360,CNY,2023-12-31,0.0012
2023-12-31,CHINA-WAREHOUSE,MAT-0378,M4681A,15400,CNY,2023-12-31,0.0055
2023-12-31,CHINA-WAREHOUSE,MAT-0378,M5033B,230790,CNY,2023-12-31,0.082425
2023-12-31,CHINA-WAREHOUSE,MAT-0155,SCRAP,298,CNY,2023-12-31,0.000175
2023-12-31,CHINA-WAREHOUSE,MAT-0149,N5854A,32226,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0002,N9650A,8918,CNY,2023-12-31,0.001175
2023-12-31,CHINA-WAREHOUSE,MAT-0267,N5963A,71346,CNY,2023-12-31,0.0094
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N3813A,9677,CNY,2023-12-31,0.001275
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N4780A,871712,CNY,2023-12-31,0.11485
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N4804A,3691207,CNY,2023-12-31,0.486325
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N3272A,1939625,CNY,2023-12-31,0.25555
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N1438A,187853,CNY,2023-12-31,0.02475
2023-12-31,CHINA-WAREHOUSE,MAT-0156,M5851A,569,CNY,2023-12-31,7.5e-05
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N5558A,4934,CNY,2023-12-31,0.00065
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N3631A,9488,CNY,2023-12-31,0.00125
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N8164A,5693,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N6530A,6641,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N9204A,1144952,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N5502A,51422,CNY,2023-12-31,0.006775
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N7663A,9488,CNY,2023-12-31,0.00125
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N6455A,125045,CNY,2023-12-31,0.016475
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N4912A,10247,CNY,2023-12-31,0.00135
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N9407A,10057,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N4387A,9677,CNY,2023-12-31,0.001275
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N7952A,938693,CNY,2023-12-31,0.123675
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N7602A,103604,CNY,2023-12-31,0.01365
2023-12-31,CHINA-WAREHOUSE,MAT-0005,L7966A,178,CNY,2023-12-31,2.5e-05
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E7326A,2701,CNY,2023-12-31,0.000925
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E9728A,3504,CNY,2023-12-31,0.0012
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E4510A,244550,CNY,2023-12-31,0.08375
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E9973A,26645,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0351,4842B,25526,CNY,2023-12-31,0.006825
2023-12-31,CHINA-WAREHOUSE,MAT-0385,M2584B,4394,CNY,2023-12-31,0.00065
2023-12-31,CHINA-WAREHOUSE,MAT-0150,P5297A,3861,CNY,2023-12-31,0.000975
2023-12-31,CHINA-WAREHOUSE,MAT-0150,P9201A,403623,CNY,2023-12-31,0.101925
2023-12-31,CHINA-WAREHOUSE,MAT-0150,P1963A,605880,CNY,2023-12-31,0.153
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P2678A,1299,CNY,2023-12-31,7.5e-05
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P6306A,9461,CNY,2023-12-31,0.001275
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P8431A,879270,CNY,2023-12-31,0.1185
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P6923A,100170,CNY,2023-12-31,0.0135
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P1957A,1891729,CNY,2023-12-31,0.25485
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P5011A,166950,CNY,2023-12-31,0.0225
2023-12-31,CHINA-WAREHOUSE,MAT-0006,P6244A,29222,CNY,2023-12-31,0.00385
2023-12-31,CHINA-WAREHOUSE,MAT-0276,5252A8860,100776,CNY,2023-12-31,0.0494
2023-12-31,CHINA-WAREHOUSE,MAT-0276,1576A9952,8415,CNY,2023-12-31,0.004125
2023-12-31,CHINA-WAREHOUSE,MAT-0386,5595A7743,2613,CNY,2023-12-31,0.00125
2023-12-31,CHINA-WAREHOUSE,MAT-0386,1057A3828,2874,CNY,2023-12-31,0.001375
2023-12-31,CHINA-WAREHOUSE,MAT-0386,8096A8907,2769,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9686A6731,2142,CNY,2023-12-31,0.001025
2023-12-31,CHINA-WAREHOUSE,MAT-0386,2495A6397,2822,CNY,2023-12-31,0.00135
2023-12-31,CHINA-WAREHOUSE,MAT-0386,7257A2196,2769,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0386,1516A3574,2769,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0386,5591A3159,2613,CNY,2023-12-31,0.00125
2023-12-31,CHINA-WAREHOUSE,MAT-0386,8854A9016,2769,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0386,3919A6300,2769,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0386,2005A4262,14264,CNY,2023-12-31,0.006825
2023-12-31,CHINA-WAREHOUSE,MAT-0386,2276A1150,2822,CNY,2023-12-31,0.00135
2023-12-31,CHINA-WAREHOUSE,MAT-0386,8617A1424,2822,CNY,2023-12-31,0.00135
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9926A2134,5748,CNY,2023-12-31,0.00275
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9687A9910,120541,CNY,2023-12-31,0.057675
2023-12-31,CHINA-WAREHOUSE,MAT-0386,7553A2383,45980,CNY,2023-12-31,0.022
2023-12-31,CHINA-WAREHOUSE,MAT-0386,6811A5696,180890,CNY,2023-12-31,0.08655
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9533A2024,83339,CNY,2023-12-31,0.039875
2023-12-31,CHINA-WAREHOUSE,MAT-0380,4607A1326,1515,CNY,2023-12-31,0.000725
2023-12-31,CHINA-WAREHOUSE,MAT-0380,4170A6898,25864,CNY,2023-12-31,0.012375
2023-12-31,CHINA-WAREHOUSE,MAT-0380,6224A3478,154974,CNY,2023-12-31,0.07415
2023-12-31,CHINA-WAREHOUSE,MAT-0380,7232A1786,86213,CNY,2023-12-31,0.04125
2023-12-31,CHINA-WAREHOUSE,MAT-0380,8843A3640,31611,CNY,2023-12-31,0.015125
2023-12-31,CHINA-WAREHOUSE,MAT-0380,3207A6610,34485,CNY,2023-12-31,0.0165
2023-12-31,CHINA-WAREHOUSE,MAT-0380,2593A2216,146457,CNY,2023-12-31,0.070075
2023-12-31,CHINA-WAREHOUSE,MAT-0380,2045A2314,51728,CNY,2023-12-31,0.02475
2023-12-31,CHINA-WAREHOUSE,MAT-0055,9307A3844,25218,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0055,2340A3046,115215,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0055,3352A8529,3079,CNY,2023-12-31,0.001175
2023-12-31,CHINA-WAREHOUSE,MAT-0055,2136A3715,100870,CNY,2023-12-31,0.0385
2023-12-31,CHINA-WAREHOUSE,MAT-0055,9782A3702,129690,CNY,2023-12-31,0.0495
2023-12-31,CHINA-WAREHOUSE,MAT-0055,8232A8755,28820,CNY,2023-12-31,0.011
2023-12-31,CHINA-WAREHOUSE,MAT-0055,8441A6028,36025,CNY,2023-12-31,0.01375
2023-12-31,CHINA-WAREHOUSE,MAT-0055,3111A2026,36025,CNY,2023-12-31,0.01375
2023-12-31,CHINA-WAREHOUSE,MAT-0055,3103A5393,230102,CNY,2023-12-31,0.087825
2023-12-31,CHINA-WAREHOUSE,MAT-0055,8879A8820,57509,CNY,2023-12-31,0.02195
2023-12-31,CHINA-WAREHOUSE,MAT-0055,7543A6859,25218,CNY,2023-12-31,0.009625
2023-12-31,CHINA-WAREHOUSE,MAT-0055,8943A7033,172724,CNY,2023-12-31,0.065925
2023-12-31,CHINA-WAREHOUSE,MAT-0055,3068A4991,233901,CNY,2023-12-31,0.089275
2023-12-31,CHINA-WAREHOUSE,MAT-0055,8800A2884,179863,CNY,2023-12-31,0.06865
2023-12-31,CHINA-WAREHOUSE,MAT-0055,7455A5543,25218,CNY,2023-12-31,0.009625
2023-12-31,CHINA-WAREHOUSE,MAT-0055,1943A3039,35960,CNY,2023-12-31,0.013725
2023-12-31,CHINA-WAREHOUSE,MAT-0055,1924A5267,197876,CNY,2023-12-31,0.075525
2023-12-31,CHINA-WAREHOUSE,MAT-0055,2697A1882,136699,CNY,2023-12-31,0.052175
2023-12-31,CHINA-WAREHOUSE,MAT-0055,9047A7243,111547,CNY,2023-12-31,0.042575
2023-12-31,CHINA-WAREHOUSE,MAT-0202,1636A5119,16418,CNY,2023-12-31,0.00825
2023-12-31,CHINA-WAREHOUSE,MAT-0202,2088A8246,2587,CNY,2023-12-31,0.0013
2023-12-31,CHINA-WAREHOUSE,MAT-0202,3103A9292,166911,CNY,2023-12-31,0.083875
2023-12-31,CHINA-WAREHOUSE,MAT-0202,8540A7532,29950,CNY,2023-12-31,0.01505
2023-12-31,CHINA-WAREHOUSE,MAT-0202,8000A2879,106714,CNY,2023-12-31,0.017875
2023-12-31,CHINA-WAREHOUSE,MAT-0202,3473A5299,19005,CNY,2023-12-31,0.0013
2023-12-31,CHINA-WAREHOUSE,MAT-0007,6711A4739,63223,CNY,2023-12-31,0.03025
2023-12-31,CHINA-WAREHOUSE,MAT-0007,7032A1944,169395,CNY,2023-12-31,0.08105
2023-12-31,CHINA-WAREHOUSE,MAT-0007,3770A5786,8621,CNY,2023-12-31,0.004125
2023-12-31,CHINA-WAREHOUSE,MAT-0007,2203A7720,4807,CNY,2023-12-31,0.0023
2023-12-31,CHINA-WAREHOUSE,MAT-0317,R2819A,7350,CNY,2023-12-31,0.001
2023-12-31,CHINA-WAREHOUSE,MAT-0317,R7052A,1292865,CNY,2023-12-31,0.1759
2023-12-31,CHINA-WAREHOUSE,MAT-0317,S4433A,184,CNY,2023-12-31,2.5e-05
2023-12-31,CHINA-WAREHOUSE,MAT-0277,S3693A,234182,CNY,2023-12-31,0.051925
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P5994A,3707,CNY,2023-12-31,0.000525
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P3613A,7766,CNY,2023-12-31,0.0011
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P3281A,9884,CNY,2023-12-31,0.0014
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P6535A,7766,CNY,2023-12-31,0.0011
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P7395A,10237,CNY,2023-12-31,0.00135
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P4366A,10237,CNY,2023-12-31,0.00145
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P4713A,9884,CNY,2023-12-31,0.0013
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P5026A,10061,CNY,2023-12-31,0.001425
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P9706A,10061,CNY,2023-12-31,0.001325
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P4196A,10237,CNY,2023-12-31,0.00145
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P9069A,1122540,CNY,2023-12-31,0.159
2023-12-31,CHINA-WAREHOUSE,MAT-0323,P7500A,360060,CNY,2023-12-31,0.051
2023-12-31,CHINA-WAREHOUSE,MAT-0083,E2405A,3985,CNY,2023-12-31,0.000525
2023-12-31,CHINA-WAREHOUSE,MAT-0083,E6401A,71726,CNY,2023-12-31,0.00945
2023-12-31,CHINA-WAREHOUSE,MAT-0056,4157A,26501,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0056,5065A,3469,CNY,2023-12-31,0.000625
2023-12-31,CHINA-WAREHOUSE,MAT-0056,8429A,136530,CNY,2023-12-31,0.0246
2023-12-31,CHINA-WAREHOUSE,MAT-0056,8173A,7215,CNY,2023-12-31,0.0013
2023-12-31,CHINA-WAREHOUSE,MAT-0387,6043B,7293,CNY,2023-12-31,0.00195
2023-12-31,CHINA-WAREHOUSE,MAT-0387,6175B,70499,CNY,2023-12-31,0.01885
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V2667A,12150,CNY,2023-12-31,0.00075
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V3568A,17010,CNY,2023-12-31,0.00105
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V4935A,16605,CNY,2023-12-31,0.001025
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V6782A,2912355,CNY,2023-12-31,0.179775
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V6548A,1211760,CNY,2023-12-31,0.0748
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V2597A,2427975,CNY,2023-12-31,0.149875
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V5899A,322785,CNY,2023-12-31,0.019925
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V4428A,3316140,CNY,2023-12-31,0.2047
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V9230A,3076380,CNY,2023-12-31,0.1899
2023-12-31,CHINA-WAREHOUSE,MAT-0206,V2842A,281475,CNY,2023-12-31,0.017375
2023-12-31,CHINA-WAREHOUSE,MAT-0324,V6353A,14599,CNY,2023-12-31,0.001075
2023-12-31,CHINA-WAREHOUSE,MAT-0324,V7662A,16636,CNY,2023-12-31,0.001225
2023-12-31,CHINA-WAREHOUSE,MAT-0324,V8530A,16296,CNY,2023-12-31,0.0012
2023-12-31,CHINA-WAREHOUSE,MAT-0324,V7598A,592428,CNY,2023-12-31,0.043625
2023-12-31,CHINA-WAREHOUSE,MAT-0324,V6452A,1728395,CNY,2023-12-31,0.127275
2023-12-31,CHINA-WAREHOUSE,MAT-0324,V7863A,2527238,CNY,2023-12-31,0.1861
2023-12-31,CHINA-WAREHOUSE,MAT-0324,V5307A,2764209,CNY,2023-12-31,0.20355
2023-12-31,CHINA-WAREHOUSE,MAT-0203,7652A,11014,CNY,2023-12-31,0.004125
2023-12-31,CHINA-WAREHOUSE,MAT-0203,3263A,3671,CNY,2023-12-31,0.001375
2023-12-31,CHINA-WAREHOUSE,MAT-0278,3409A,32050,CNY,2023-12-31,0.011325
2023-12-31,CHINA-WAREHOUSE,MAT-0278,5611A,61694,CNY,2023-12-31,0.0218
2023-12-31,CHINA-WAREHOUSE,MAT-0278,8185A,18112,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0278,3409A,93107,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0084,R6946A,578565,CNY,2023-12-31,0.13455
2023-12-31,CHINA-WAREHOUSE,MAT-0084,S9394A,532125,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0084,S2896A,1276993,CNY,2023-12-31,0.296975
2023-12-31,CHINA-WAREHOUSE,MAT-0318,R3471A,1075,CNY,2023-12-31,0.00025
2023-12-31,CHINA-WAREHOUSE,MAT-0318,R9214A,5590,CNY,2023-12-31,0.0013
2023-12-31,CHINA-WAREHOUSE,MAT-0318,S2436A,323,CNY,2023-12-31,7.5e-05
2023-12-31,CHINA-WAREHOUSE,MAT-0318,S8861A,1063713,CNY,2023-12-31,0.247375
2023-12-31,CHINA-WAREHOUSE,MAT-0318,S2229A,224675,CNY,2023-12-31,0.05225
2023-12-31,CHINA-WAREHOUSE,MAT-0318,S2529A,413875,CNY,2023-12-31,0.09625
2023-12-31,CHINA-WAREHOUSE,MAT-0269,M1594B,44756,CNY,2023-12-31,0.020625
2023-12-31,CHINA-WAREHOUSE,MAT-0269,M3319B,53708,CNY,2023-12-31,0.02475
2023-12-31,CHINA-WAREHOUSE,MAT-0337,P1941A,7590,CNY,2023-12-31,0.001
2023-12-31,CHINA-WAREHOUSE,MAT-0325,E6887A,5863,CNY,2023-12-31,0.0
2023-12-31,CHINA-WAREHOUSE,MAT-0325,E9454A,1084204,CNY,2023-12-31,0.2404
